Bond name	ISIN	Nominal	Income	Last price	Duration	Best ask	Best bid	Coupon	Coupon's duration	Date of coupon	ACI	Repayment	Days to repayment	Volume	Type
НефтАль 03	RU000A0JWLQ2	1000										15.06.2026	2735		
НижгорОб10	RU000A0JVPR3	600	8,54	105,6	442	105,83	105,6	19,67	91	24.02.2019	5,19	23.08.2020	613	71604	суб.РФ
НижгорОб11	RU000A0JWLD0	1000	8,89	104,54	999	104,54	104,25	25,55	91	16.01.2019	17,69	22.06.2023	1646	1951575	суб.РФ
НижгорОбл8	RU000A0JSVD7	400										29.08.2017	-477		
НижгорОбл9	RU000A0JU3B6	350	8,02	0	381	99,55	99,99	13,73	182	18.02.2019	9,13	26.08.2020	616	0	суб.РФ
НовикомБО2	RU000A0JVJ94	1000										19.06.2018	-183		
НовикомБО5	RU000A0JVJ45	1000	8,6	0	520	91,01	99,98	39,39	182	14.06.2019	1,08	12.06.2020	541	0	бирж.обл.
Новсиб 5об	RU000A0JSY25	100										06.09.2017	-469		
Новсиб 6об	RU000A0JU1T2	250	7,52	0	345	98,95	100,79	5,2	91	23.01.2019	3,2	22.07.2020	581	0	мун.обл.
Новсиб 7об	RU000A0JVUD3	600	8,74	109	728	109	109	19,45	92	27.12.2018	17,76	10.10.2022	1391	98100	мун.обл.
Новсиб 8об	RU000A0JWHW8	900	9,4	103,3	1223	104	103,3	24,74	96	15.01.2019	17,78	28.05.2026	2717	11238907	мун.обл.
Новсиб2013	RU000A0JU963	250										30.10.2018	-50		
Новсиб2014	RU000A0JUR46	250	7,86	102,9	279	103,49	102,9	7,11	91	12.01.2019	5,23	08.10.2019	293	66408	суб.РФ
Новсиб2016	RU000A0JWUV3	1000	7,08	0	707	100,89	103,99	22,26	91	16.01.2019	15,41	03.10.2021	1019	0	суб.РФ
НорНик БО5	RU000A0JW5C7	1000	9,53	0	0	111,72	0	57,84	182	15.02.2019	39,41	06.02.2026	2606	0	бирж.обл.
НоябрПГЭ01	RU000A0JUZN3	1000	0	0	0	0	0	42,38	182	14.05.2019	8,38	10.11.2020	692	0	корп.обл.
О'КЕЙ-02	RU000A0JTFU2	1000										12.12.2017	-372		
О'КЕЙ-Б04	RU000A0JU7J0	1000										09.10.2018	-71		
О'КЕЙ-Б05	RU000A0JVD17	1000	9,31	101,7	463	101,99	101,69	52,36	182	23.04.2019	16,4	21.04.2020	489	317328	бирж.обл.
О'КЕЙ-Б06	RU000A0JWCK4	1000	9,71	100,3	759	100,3	100,22	48,12	182	09.04.2019	18,77	06.04.2021	839	80235	бирж.обл.
О1пропфин1	RU000A0JU2F9	1000										02.08.2018	-139		
ОАК1	RU000A0JRA65	1000	8,14	0	0	67	0	39,89	182	05.03.2019	23,23	17.03.2020	454	0	корп.обл.
ОВК Фин Б1	RU000A0JUU25	1000	17,06	0	83	98,05	100,69	59,84	182	12.03.2019	32,55	10.09.2019	265	0	бирж.обл.
ОВК Фин01	RU000A0JUBD5	1000	35,02	0	161	88	98,99	31,61	182	29.05.2019	3,65	24.11.2021	1071	0	корп.обл.
ОГК2 Б1P1R	RU000A0JVYN4	1000	8,26	0	662	96,38	0	34,65	182	21.05.2019	5,52	17.11.2020	699	0	бирж.обл.
ОГК2 Б1P2R	RU000A0JVYP9	1000	3,71	0	663	95,8	105,99	34,65	182	21.05.2019	5,52	17.11.2020	699	0	бирж.обл.
ОДК 01	RU000A0JWK74	1000	9,27	0	1978	108,19	109,5	53,6	182	07.06.2019	3,53	10.06.2026	2730	0	корп.обл.
ОДК 02	RU000A0JWDA3	1000	8,46	0	1329	90,75	102,16	43,88	182	10.04.2019	16,88	17.04.2023	1580	0	корп.обл.
ОДК 03	RU000A0JWDB1	1000	0	0	0	90	0	57,34	182	21.12.2018	56,71	26.06.2024	2016	0	корп.обл.
ОДК 04	RU000A0JWDC9	1000	0	0	0	90	0	39,89	182	12.04.2019	14,9	24.04.2020	492	0	корп.обл.
ОИЖК-02	RU000A0JS3Q8	700										07.02.2017	-680		
ОбКонФ БО1	RU000A0JTV50	1000	8,04	0	0	90	0	39,89	182	08.04.2019	15,78	03.04.2023	1566	0	бирж.обл.
ОбрАКИБ 01	RU000A0JVF80	1000										31.05.2018	-202		
ОбувьрусБ4	RU000A0JUTX5	2000000										06.09.2019	261		
ОбувьрусБ5	RU000A0JVRP3	2000000										03.09.2020	624		
ОбувьрусБ6	RU000A0JWB83	2000000	0	0	0	0	0	68810,96	91	24.12.2018	65030,14	22.03.2021	824	0	бирж.обл.
ОмскАдм 1	RU000A0JV0V9	400										03.12.2017	-381		
ОмскАдм 2	RU000A0JWWQ9	400	8,56	101,3	298	104	101,3	9,87	91	22.01.2019	6,18	26.10.2019	311	1775708	мун.обл.
ОмскОб2014	RU000A0JUX89	200	7,87	0	284	103,14	103,49	6,13	91	15.01.2019	4,31	15.10.2019	300	0	суб.РФ
ОмскОб2016	RU000A0JWX87	1000	8,34	102,62	789	102,62	102,61	23,19	91	29.01.2019	12,74	01.11.2021	1048	30786	суб.РФ
ОренОбл 01	RU000A0JTGE4	250										14.12.2017	-370		
ОренОбл 02	RU000A0JTZK1	300	8,23	100,25	180	100,99	100,2	6,36	91	20.03.2019	0	19.06.2019	182	2058445	суб.РФ
Оренб35002	RU000A0JUPE3	300	8,46	103	398	103	103	8,23	91	18.03.2019	0,18	14.06.2021	908	9579	суб.РФ
Оренб35003	RU000A0JVM81	1000	8,84	120	1261	120	120	34,9	91	10.01.2019	26,47	03.07.2025	2388	572400	суб.РФ
ОткрФКБ 01	RU000A0JTG83	1000										13.12.2017	-371		
ОткрФКБ12	RU000A0JQZT8	1000										28.08.2017	-478		
ОткрФКБ9	RU000A0JU872	1000	11,3	0	309	97,56	99,04	40,33	184	30.04.2019	11,4	11.11.2023	1788	0	корп.обл.
ОткрФКББ02	RU000A0JV3J8	1000										28.12.2017	-356		
ОткрФКББ04	RU000A0JUGW4	1000										28.02.2017	-659		
ОткрФКББ07	RU000A0JV573	1000	4,27	0	0	72	87,5	0,05	182	17.01.2019	0,04	13.01.2022	1121	0	бирж.обл.
ОткрФКББ4	RU000A0JV3L4	1000	10,26	0	0	96,26	111,13	50,64	183	25.12.2018	48,98	04.05.2023	1597	0	бирж.обл.
ОткрФКБОП1	RU000A0JVC59	1000	9,03	0	458	98,86	102,44	50,36	182	09.04.2019	19,65	16.04.2023	1579	0	бирж.обл.
ОткрФКБОП2	RU000A0JVC67	1000	8,78	0	475	86,85	89	0,05	182	09.04.2019	0,02	07.04.2020	475	0	бирж.обл.
ОткрХОЛ 2	RU000A0JS264	1000	633,45	0,01	365	0,01	0,01	298,43	910	19.12.2019	176,93	10.12.2026	2913	1	корп.обл.
ОткрХОЛ 3	RU000A0JT3J2	1000	690,28	1,97	373	2	1,07	240,36	819	27.12.2019	130,3	17.09.2027	3194	150	корп.обл.
ОткрХОЛ 4	RU000A0JTH82	1000	302,18	16,77	364	16,77	10,83	269,81	819	18.12.2019	149,24	08.12.2027	3276	770	корп.обл.
ОткрХОЛ 5	RU000A0JTX09	1000	889,52	0	0	0	0,01	281,63	819	05.11.2019	170,64	25.04.2028	3415	0	корп.обл.
ОткрХОЛ 6	RU000A0JU2N3	1000	959,48	0	0	0	0,01	257,99	819	07.11.2019	155,69	27.07.2028	3508	0	корп.обл.
ОткрХОЛБО1	RU000A0JVPJ0	1000	1952850	0	0	0,01	0	181,2	546	12.02.2019	162,48	05.08.2025	2421	0	бирж.обл.
ОткрХОЛБО2	RU000A0JVDR9	1000	1045,79	0	0	0	0	298,43	910	31.10.2019	193,25	20.04.2028	3410	0	бирж.обл.
ОткрХОЛБО3	RU000A0JURM2	1000	284,63	13	399	13	11,93	305,06	910	22.01.2020	169,29	14.07.2027	3129	369	бирж.обл.
ОткрХОЛБО4	RU000A0JUWV3	1000	609,47	6	295	6,79	6	311,89	910	10.10.2019	209,25	30.09.2027	3207	194	бирж.обл.
ОткрХОЛБО5	RU000A0JVP21	1000	11200	0	0	0	0	181,2	546	31.01.2019	166,57	20.07.2028	3501	0	бирж.обл.
ОткрХОЛБО6	RU000A0JWX46	1000	0	0	0	0	0	270,93	819	25.10.2019	167,83	03.10.2036	6498	0	бирж.обл.
ПГК 01	RU000A0JVT76	1000										16.09.2025	2463		
ПГК 02	RU000A0JVW22	1000	3,7	0	0	90,01	0	59,84	182	24.04.2019	18,41	15.10.2025	2492	0	корп.обл.
ПГК 03	RU000A0JVWT5	1000	5,96	0	0	90,01	0	58,84	182	02.05.2019	15,52	23.10.2025	2500	0	корп.обл.
ПГК 05	RU000A0JVUL6	1000	10,87	100,59	113	101,35	100,59	63,33	182	11.04.2019	24,01	02.10.2025	2479	59607	корп.обл.
ПИК БО-1	RU000A0JWP38	1000	10,28	102,01	256	102,07	102,01	64,82	182	14.03.2019	34,55	03.09.2026	2815	9184	бирж.обл.
ПИК БО-2	RU000A0JWSU9	1000	0	0	0	90	0	64,82	182	14.03.2019	34,55	03.09.2026	2815	0	бирж.обл.
ПИК БО-3	RU000A0JWSV7	1000	0	0	0	90	0	64,82	182	14.03.2019	34,55	03.09.2026	2815	0	бирж.обл.
ПИК БО-4	RU000A0JVPN2	1000										08.08.2025	2424		
ПИК БО-5	RU000A0JVPP7	1000										08.08.2025	2424		
ПИК БО-6	RU000A0JVPQ5	1000										08.08.2025	2424		
ПИК БО-7	RU000A0JWP46	1000	10,22	101,75	215	103,68	101,65	64,82	182	01.02.2019	49,15	24.07.2026	2774	818794	бирж.обл.
ПКБ 07	RU000A0JW2T8	143,2	-51,07	0	0	82,01	0	5,36	91	16.01.2019	3,71	16.01.2019	28	0	корп.обл.
ПКБ 08	RU000A0JVCK6	143,2										19.04.2018	-244		
ПКБ БО-01	RU000A0JWWG0	1000	16,02	99,79	536	99,8	99,79	37,4	91	18.01.2019	25,07	15.10.2021	1031	1996	бирж.обл.
ПКТ 01	RU000A0JW0S4	1000	10,53	104,99	664	104,99	104,15	65,32	182	18.06.2019	0,36	09.12.2025	2547	9407	корп.обл.
ПКТ 02	RU000A0JW5E3	1000	12,24	102,21	683	104,25	102,21	65,32	182	15.02.2019	44,5	06.02.2026	2606	15332	корп.обл.
ПКТ 03	RU000A0JWBP5	1000	10,85	103,75	728	103,75	103,75	62,33	182	27.03.2019	28,77	18.03.2026	2646	118275	корп.обл.
ПСБМСБ15А1	RU000A0JWTU7	417,55										26.06.2031	4572		
ПСНПрМдж 1	RU000A0JWTJ0	1000										10.09.2026	2822		
ПионерБ1P1	RU000A0JWX95	1000										29.10.2019	314		
ПионерБО2	RU000A0JWK66	1000	15,63	0	0	70	79,99	0,02	91	07.03.2019	0	03.06.2021	897	0	бирж.обл.
ПолиплБ02	RU000A0JVGR2	250										06.06.2018	-196		
ПолиплБ03	RU000A0JWYK8	1000	10,93	99,37	142	99,38	98,61	44,88	182	10.05.2019	9,86	05.11.2021	1052	32784	бирж.обл.
ПолюсБ1	RU000A0JVMD0	1000	9,03	107,3	794	111	106,31	60,33	182	10.01.2019	53,04	03.07.2025	2388	12800	бирж.обл.
ПолюсБ2	RU000A0JVM99	1000	8,93	107,53	795	107,53	107	60,33	182	10.01.2019	53,04	03.07.2025	2388	10753	бирж.обл.
ПолюсБ3	RU000A0JVMB4	1000	9,17	0	794	106,98	107	60,33	182	10.01.2019	53,04	03.07.2025	2388	0	бирж.обл.
ПочтаРос02	RU000A0JT8N3	1000										18.10.2019	303		
ПочтаРос03	RU000A0JT8R4	1000	8,3	0	121	100,4	0	47,12	182	19.04.2019	15,79	18.10.2019	303	0	корп.обл.
ПочтаРос04	RU000A0JT8T0	1000	7,37	0	295	100	101,65	46,62	182	19.04.2019	15,63	18.10.2019	303	0	корп.обл.
ПочтаРосБ1	RU000A0JVZY8	1135,4	0	0	0	70	0	15,58	182	12.06.2019	0,6	06.12.2023	1813	0	бирж.обл.
ПочтаРосБ2	RU000A0JWGV2	1000	8,47	0	148	100,52	100,8	49,86	182	16.05.2019	9,32	07.05.2026	2696	0	бирж.обл.
ПочтаРосБ3	RU000A0JWTL6	1000	8,41	0	266	100,75	100,88	46,62	182	21.03.2019	23,05	10.09.2026	2822	0	бирж.обл.
ПрГарант 2	RU000A0JURP5	1000	17,38	0	0	65,01	0	70	365	30.07.2019	27,23	30.07.2019	223	0	корп.обл.
Правоурми1	RU000A0JTER1	1000	8,1	0	355	100,6	101,58	30,58	124	26.12.2018	28,85	26.12.2019	372	0	корп.обл.
ПраймФ 01	RU000A0JU179	1000										13.07.2021	937		
ПраймФ БО1	RU000A0JVYD5	1000										10.11.2025	2518		
ПраймФ БО2	RU000A0JW4F3	1000	9,93	0	0	0	0	217,08	4914	27.01.2031	144,81	27.01.2031	4422	0	бирж.обл.
Приам 01	RU000A0JS1J7	1000										03.12.2026	2906		
ПромСвКап1	RU000A0JWEC7	1000										10.04.2026	2669		
Промкап 02	RU000A0JURQ3	1000	19,79	0	0	0	0	70	365	30.07.2019	27,23	30.07.2019	223	0	корп.обл.
Промсвб-13	RU000A0JSQP1	1000										01.02.2018	-321		
ПромсвбБО6	RU000A0JUVF8	1000	8,6	0	280	99,89	100	42,13	182	02.04.2019	18,06	02.10.2019	287	0	бирж.обл.
ПромсвбБО8	RU000A0JUVG6	1000	9,15	0	439	101,35	101,7	50,58	181	28.03.2019	22,92	28.03.2021	830	0	бирж.обл.
ПромсвбБП1	RU000A0JWEU9	1000	9,38	0	769	101	102,22	50,61	182	22.04.2019	16,13	19.04.2021	852	0	бирж.обл.
ПропфинБО1	RU000A0JVUB7	1000	13,05	0	0	73	100	64,82	182	05.04.2019	26,71	02.10.2020	653	0	бирж.обл.
РБК 04	RU000A0JQVD1	1										19.04.2018	-244		
РБК 05	RU000A0JQVE9	1										19.04.2018	-244		
РБК 06	RU000A0JQVF6	1										19.04.2018	-244		
РВКФинБО01	RU000A0JW1F9	1000										21.12.2020	733		
РГСНдвБOП1	RU000A0JVVQ3	1000										19.10.2020	670		
РГСНдвБOП2	RU000A0JW373	1000										19.01.2021	762		
РГСНдвБOП3	RU000A0JW795	1000										25.02.2021	799		
РГСНдвБOП4	RU000A0JWLR0	1000										21.06.2021	915		
РГСНдвБOП5	RU000A0JWNL9	1000										22.07.2021	946		
РГСНдвБOП6	RU000A0JWT67	1000										14.09.2021	1000		
РГСНедвБ01	RU000A0JUXE7	1000										18.10.2017	-427		
РГСНедвБ03	RU000A0JUXM0	1000										19.10.2017	-426		
РГСНедвБ04	RU000A0JV2D3	1000										11.12.2017	-373		
РГСНедвиж1	RU000A0JUND0	1000										02.06.2017	-565		
РЕГИОН БО1	RU000A0JV2Q5	1000										13.12.2017	-371		
РЕГИОН БО2	RU000A0JV581	1000										18.01.2018	-335		
РЕГИОН БО3	RU000A0JV599	1000										18.01.2018	-335		
РЕГИОН БО4	RU000A0JVLW2	1000										10.07.2018	-162		
РЕГИОН БО5	RU000A0JVLX0	1000										10.07.2018	-162		
РЕГИОН БО6	RU000A0JWWJ4	1000	0	0	0	0	0	44,88	182	19.04.2019	15,04	15.10.2021	1031	0	бирж.обл.
РЕГИОН БО7	RU000A0JWWH8	1000	0	0	0	0	0	44,88	182	19.04.2019	15,04	15.10.2021	1031	0	бирж.обл.
РЕГИОНКап1	RU000A0JUXS7	1000										23.10.2017	-422		
РЕСО-Гар02	RU000A0JT1B3	1000	0	0	0	75	0	0,1	182	19.03.2019	0,05	13.09.2022	1364	0	корп.обл.
РЕСО-Гар03	RU000A0JTTV1	1000	6,98	0	0	99,08	0	58,59	182	29.03.2019	26,4	24.03.2023	1556	0	корп.обл.
РЕСОЛизБ01	RU000A0JU6M6	1000	9,72	0	0	0	0	46,12	182	28.03.2019	21,03	21.09.2023	1737	0	бирж.обл.
РЕСОЛизБ02	RU000A0JWPF6	700	0	0	0	0	0	41,88	182	04.02.2019	31,07	27.07.2026	2777	0	бирж.обл.
РЕСОЛизБ03	RU000A0JVUS1	1000	9,71	0	0	65,01	111,18	47,37	182	12.04.2019	17,7	03.10.2025	2480	0	бирж.обл.
РЕСОЛизБ04	RU000A0JVXS5	1000	8,77	0	0	85,01	118,99	44,88	182	09.05.2019	10,11	30.10.2025	2507	0	бирж.обл.
РЕСОЛизБ05	RU000A0JWVT5	1000	9,42	0	0	108,2	119,48	62,83	182	12.04.2019	23,47	02.10.2026	2844	0	бирж.обл.
РЖД БО-02	RU000A0JVW71	1000	8,15	0	463	97,04	107	55,85	182	25.04.2019	16,88	16.10.2025	2493	0	бирж.обл.
РЖД БО-03	RU000A0JV8Q2	1000										03.05.2030	4153		
РЖД БО-04	RU000A0JVEP1	1000										03.05.2030	4153		
РЖД БО-05	RU000A0JWD57	1000	0	0	0	90	0	51,36	182	12.04.2019	19,19	03.04.2026	2662	0	бирж.обл.
РЖД БО-07	RU000A0JWC82	1000	8,44	0	443	102,4	102,62	51,36	182	03.04.2019	21,73	25.03.2026	2653	0	бирж.обл.
РЖД БО-08	RU000A0JVUM4	1000										20.09.2035	6119		
РЖД БО-09	RU000A0JTZM7	1000	0	0	0	70,02	0	16,95	182	20.12.2018	16,86	08.06.2028	3459	0	бирж.обл.
РЖД БО-10	RU000A0JUCG6	1000	0	0	0	70,03	0	22,44	182	12.06.2019	0,86	29.11.2028	3633	0	бирж.обл.
РЖД БО-12	RU000A0JU542	1000	0	0	0	70,03	0	17,45	182	07.03.2019	9,97	18.08.2033	5356	0	бирж.обл.
РЖД БО-13	RU000A0JU7B7	1000	0	0	0	70,03	0	20,44	182	08.04.2019	8,09	19.09.2033	5388	0	бирж.обл.
РЖД БО-14	RU000A0JVJS4	1000	0	0	0	70,03	0	22,44	182	18.06.2019	0,12	29.05.2035	6005	0	бирж.обл.
РЖД БО-15	RU000A0JU9M0	1000	0	0	0	70,03	0	21,94	182	06.05.2019	5,3	11.10.2038	7236	0	бирж.обл.
РЖД БО-16	RU000A0JUX71	1000	0	0	0	70,03	0	20,44	182	16.04.2019	7,19	20.09.2039	7580	0	бирж.обл.
РЖД БО-17	RU000A0JWHU2	1000	9,38	0	0	100,1	0	49,12	182	24.05.2019	7,02	26.04.2041	8164	0	бирж.обл.
РЖД БО-18	RU000A0JTY57	1000	0	0	0	70,03	0	22,44	182	29.05.2019	2,59	29.04.2043	8897	0	бирж.обл.
РЖД БО-19	RU000A0JUPZ8	1000	0	0	0	70,03	0	16,95	182	21.12.2018	16,77	20.05.2044	9284	0	бирж.обл.
РЖД-12обл	RU000A0JQ5Q5	1000	5,21	98	148	98	97,8	0,5	182	16.05.2019	0,09	16.05.2019	148	121430	корп.обл.
РЖД-16 обл	RU000A0JQ656	1000										05.06.2017	-562		
РЖД-17 обл	RU000A0JQ7W9	1000										16.07.2018	-156		
РЖД-18 обл	RU000A0JQ7X7	1000	7,81	0	201	100,2	100,42	42,13	182	14.01.2019	36,12	15.07.2019	208	0	корп.обл.
РЖД-19 обл	RU000A0JQ7Z2	1000	8,09	99,62	202	99,72	99,58	36,15	182	14.01.2019	30,99	08.07.2024	2028	1029505487	корп.обл.
РЖД-23 обл	RU000A0JQRD9	1000	8,38	99,44	212	99,6	99,44	36,15	182	24.01.2019	29	16.01.2025	2220	102446	корп.обл.
РЖД-28 обл	RU000A0JTU85	1000	8,27	100,1	447	100,1	100,1	40,89	182	02.04.2019	17,52	21.03.2028	3380	2002	корп.обл.
РЖД-30 обл	RU000A0JUAH8	1000	8,34	99,54	328	99,54	99,54	38,15	182	21.05.2019	6,08	07.11.2028	3611	9954	корп.обл.
РЖД-32 обл	RU000A0JSGV0	1000	144,22	94,69	23	94,84	94,69	22,44	182	11.01.2019	19,6	25.06.2032	4937	156304	корп.обл.
РЖД-33 обл	RU000A0JVB19	1000	0	0	0	70,03	0	17,45	182	26.03.2019	8,15	28.02.2040	7741	0	корп.обл.
РЖД-34 обл	RU000A0JVB27	1000	0	0	0	70,03	0	17,45	182	26.03.2019	8,15	28.02.2040	7741	0	корп.обл.
РЖД-35 обл	RU000A0JVKH5	1000	0	0	0	70,03	0	17,45	182	26.12.2018	16,78	30.05.2040	7833	0	корп.обл.
РМБ БО-01	RU000A0JU9X7	1000										14.11.2021	1061		
РН БАНК 01	RU000A0JWMJ5	1000	8,31	0	363	98,3	100	39,61	183	06.01.2019	35,71	09.07.2021	933	0	корп.обл.
iРОСНАНО 6	RU000A0JVVA7	1000	7,03	118,48	1147	118,48	113	62,33	182	18.04.2019	21,23	13.10.2022	1394	131636	корп.обл.
iРОСНАНО 7	RU000A0JW1G7	1000	8,01	0	1147	110,11	0	63,58	182	21.12.2018	62,88	16.12.2022	1458	0	корп.обл.
РОССИУМ 01	RU000A0JVT43	1000	8,71	100,35	96	100,35	70,07	49,86	182	25.03.2019	23,56	15.09.2025	2462	31286	корп.обл.
РОССИУМ Б1	RU000A0JVZA8	1000	8,8	0	0	100,35	100,65	47,37	182	24.05.2019	6,77	14.11.2025	2522	0	бирж.обл.
РОСЭКСИМБ1	RU000A0JVYG8	1000	7,86	0	0	86,32	0	41,39	182	21.05.2019	6,59	11.11.2025	2519	0	корп.обл.
РСГ-ФинБ01	RU000A0JUAG0	1000	14,51	0	326	97	98	52,11	182	21.05.2019	8,3	11.11.2025	2519	0	бирж.обл.
РСГ-ФинБ02	RU000A0JVSA3	1000										18.09.2018	-92		
РСГ-ФинБ10	RU000A0JWLJ7	1000	13,49	0	745	101,01	103,98	72,3	182	21.12.2018	71,51	18.06.2021	912	0	бирж.обл.
РСГ-ФинБ6	RU000A0JWQX7	1000	12,48	0	238	97,5	98,49	44,88	182	21.02.2019	29,1	22.08.2019	246	0	бирж.обл.
РСХБ 06Т1	RU000A0JWMZ1	1000	9,16	0	0	90	0	72,3	182	11.01.2019	63,16	19.12.2018	0	0	корп.обл.
РСХБ 07Т1	RU000A0JWN22	1000	9,16	0	0	90	0	72,3	182	14.01.2019	61,97	19.12.2018	0	0	корп.обл.
РСХБ 08Т1	RU000A0JWV63	1000	12,35	111,19	1811	113,22	110,79	71,05	182	03.04.2019	30,06	19.12.2018	0	1918382	корп.обл.
РСХБ 10	RU000A0JQS09	1000	8,47	99,99	385	99,99	97,2	41,39	182	30.01.2019	31,84	29.01.2020	406	7967	корп.обл.
РСХБ 11	RU000A0JQS74	1000	8,86	0	386	99,8	100,14	41,39	182	31.01.2019	31,61	30.01.2020	407	0	корп.обл.
РСХБ 12	RU000A0JRMB2	1000	7,68	0	0	98,51	100	38,89	182	03.01.2019	35,69	01.07.2021	925	0	корп.обл.
РСХБ 13	RU000A0JRMC0	1000	8,44	0	191	98,52	99,84	38,89	182	04.01.2019	35,47	02.07.2021	926	0	корп.обл.
РСХБ 14	RU000A0JRLE8	1000	7,74	0	188	98,5	100	38,89	182	01.01.2019	36,12	29.06.2021	923	0	корп.обл.
РСХБ 15	RU000A0JRVN8	1000	8,48	0	475	99	99,56	39,89	182	30.04.2019	10,96	26.10.2021	1042	0	корп.обл.
РСХБ 16	RU000A0JS6N8	1000	8,97	0	110	99,35	100	32,91	182	08.04.2019	13,02	04.04.2022	1202	0	корп.обл.
РСХБ 17	RU000A0JT7M7	1000	-2,93	0	0	97,01	117	40,89	182	16.04.2019	14,38	11.10.2022	1392	0	корп.обл.
РСХБ 18	RU000A0JT874	1000	8	0	120	99,78	100,37	46,62	182	18.04.2019	15,88	13.10.2022	1394	0	корп.обл.
РСХБ 20	RU000A0JTVJ2	1000	8,99	0	118	99,31	99,41	32,91	182	16.04.2019	11,57	11.04.2023	1574	0	корп.обл.
РСХБ 21	RU000A0JU1Q8	1000	8,78	0	699	97	97,5	36,9	182	22.01.2019	30,01	18.07.2023	1672	0	корп.обл.
РСХБ 22	RU000A0JU6A1	1000	8,68	0	96	93,07	0	32,91	182	25.03.2019	15,55	18.09.2023	1734	0	корп.обл.
РСХБ 23	RU000A0JUAD7	1000	-3,71	0	950	95,06	139	44,13	182	17.05.2019	8	10.11.2023	1787	0	корп.обл.
РСХБ 24	RU000A0JVN56	1000	9,34	0	0	90	0	22,69	91	18.01.2019	15,21	11.07.2025	2396	0	корп.обл.
РСХБ 25	RU000A0JVN64	1000	9,35	0	0	90	0	22,69	91	21.01.2019	14,46	14.07.2025	2399	0	корп.обл.
РСХБ 26	RU000A0JVN98	1000	16039,29	0	0	70,02	0	22,69	91	22.01.2019	14,21	15.07.2025	2400	0	корп.обл.
РСХБ 27	RU000A0JW1V6	1000	7,11	0	0	118,32	0	32,09	91	25.12.2018	29,97	21.12.2021	1098	0	корп.обл.
РСХБ 28	RU000A0JW1Z7	1000	9,08	0	0	112,91	0	32,09	91	26.12.2018	29,62	22.12.2021	1099	0	корп.обл.
РСХБ 3	RU000A0JP2G4	1000										09.02.2017	-678		
РСХБ 4	RU000A0JPF47	1000										27.09.2017	-448		
РСХБ 5	RU000A0JQ1H3	1000										27.11.2018	-22		
РСХБ 6	RU000A0JPMT8	1000										09.02.2018	-313		
РСХБ 7	RU000A0JPTE5	1000										05.06.2018	-197		
РСХБ 8	RU000A0JQK64	1000	7,35	0	324	98,5	99,69	34,9	182	16.05.2019	6,52	14.11.2019	330	0	корп.обл.
РСХБ 9	RU000A0JQK72	1000	7,05	0	324	98,16	101	34,9	182	16.05.2019	6,52	14.11.2019	330	0	корп.обл.
РСХБ БО13	RU000A0JUW31	1000	8,08	102,47	275	102,47	101,85	27,67	91	04.01.2019	22,81	27.09.2024	2109	36672	бирж.обл.
РСХБ БО14	RU000A0JUW72	1000	8,62	0	278	101,69	102,09	27,67	91	07.01.2019	21,9	30.09.2024	2112	0	бирж.обл.
РСХБ БО15	RU000A0JV3R1	1000	8,89	0	0	90,01	99,99	21,44	91	21.12.2018	20,97	13.12.2024	2186	0	бирж.обл.
РСХБ БО17	RU000A0JV987	1000	8,55	0	0	96,81	111,1	20,69	91	21.02.2019	6,14	13.02.2025	2248	0	бирж.обл.
РСХБ БО4	RU000A0JUQ05	1000										23.06.2017	-544		
РСХБ БО7	RU000A0JUPQ7	1000										21.06.2017	-546		
РСХБ БО8	RU000A0JV805	1000	4,86	0	0	113,41	0	37,4	91	06.02.2019	17,26	29.01.2025	2233	0	бирж.обл.
РСХБ БО9	RU000A0JVWB3	1000	8,19	0	466	98,15	100	19,82	91	25.01.2019	11,76	17.10.2025	2494	0	бирж.обл.
РТК 02	RU000A0JSJZ5	1000										08.07.2027	3123		
РУСАЛБАл07	RU000A0JR9K9	1000										22.02.2018	-300		
РУСАЛБАл08	RU000A0JRF11	1000	5,6	0	110	100,01	101,01	44,88	182	08.04.2019	17,75	05.04.2021	838	0	корп.обл.
РУСАЛБрБ01	RU000A0JWDN6	1000	9,95	100,94	118	100,94	100,8	64,07	182	16.04.2019	22,53	07.04.2026	2666	847099	бирж.обл.
Райфб-БО1	RU000A0JU8T7	1000										29.10.2018	-51		
Райфб-БО2	RU000A0JVGY8	1000										11.06.2018	-191		
Райфб-БО4	RU000A0JUUE3	1000										22.09.2017	-453		
РегИнв 01	RU000A0JUUB9	1000	29303,69	0	0	0,35	0	52,36	182	14.03.2019	27,9	12.09.2019	267	0	корп.обл.
РегИнв Б01	RU000A0JVNA4	1000	0	0	0	0,15	0	0	182	22.01.2019	0	19.07.2022	1308	0	бирж.обл.
РегИнв Б02	RU000A0JW2R2	1000	0	0	0	0,27	0	0	182	15.01.2019	0	12.01.2021	755	0	бирж.обл.
РегИнв Б03	RU000A0JWE72	1000	0	0	0	0,25	0	37,9	182	18.04.2019	0	15.04.2021	848	0	бирж.обл.
РегИнв Б04	RU000A0JWEP9	1000	0	0	0	0,15	0	37,9	182	22.04.2019	0	19.04.2021	852	0	бирж.обл.
РегИнв Б05	RU000A0JWES3	1000	0	0	0	0,2	0	37,9	182	23.04.2019	0	20.04.2021	853	0	бирж.обл.
РегИнв Б06	RU000A0JWG88	1000	0	0	0	0,17	0	0	182	07.05.2019	0	04.05.2021	867	0	бирж.обл.
